month,year,iso_code,string_mean,incidence_mean,cabinet_name,share_seats,weighted_lr,weighted_sm,weighted_la,ICU,debt_share_on_gdp
03,20,BEL,50.4936666666667,1.29210333333333,Wilmes II,25.3333333333333,6.49759473684211,6.86646315789474,5.00024210526316,56.5,103
03,20,BGR,49.971,0.0024,Borisov III,50.8333333333333,7.70983606557377,6.28934426229508,7.33196721311475,59.5,24
03,20,CYP,47.0353333333333,0.176258695652174,Anastasiades IV,32.1428571428572,8.6842,7.3684,5,34.1,96
03,20,CZE,58.796,0.079215,Babis II,46.5,5.52359677419355,6.10372580645161,3.70424193548387,42.5,35
03,20,DEU,49.567,0.199903333333333,Merkel V,56.2764456981664,5.25131353383459,5.38904436090226,5.80048646616541,62.1,64
03,20,DNK,54.0113333333333,0.0258983333333333,Frederiksen,26.8156424581006,3.8011,3.5292,4.2722,24.6,35
03,20,ESP,53.0863333333333,0.301713333333333,Sanchez III,44.2857142857143,3.18725161290323,3.42049032258065,3.03089032258064,23.9,98
03,20,EST,35.37,0.131923333333333,Ratas II,56.4356435643564,5.12032280701754,5.01419122807018,5.87941052631579,36.7,9
03,20,FRA,66.7726666666667,1.11584666666667,Philippe II,80.5892547660312,6.35802516129032,6.61301462365591,4.63930086021505,42.8,97
03,20,GBR,37.484,0.0603233333333333,Johnson II,56.1538461538462,7.4261,7.5725,7.1901,22.8,88
03,20,GRC,55.832,0.00784,Mitsotakis Kyr,52.6666666666667,6.7365,6.9754,6.6712,34.6,182
03,20,HRV,51.668,0.00243666666666667,Plenkovic II,46.3576158940397,6.42860285714286,5.81457,6.26439142857143,39.9,78
03,20,HUN,49.5046666666667,0.00286034482758621,Orban IV,66.8341708542714,6.64627368421053,3.77536315789474,7.62404135338346,42.9,74
03,20,IRL,41.0503333333333,0.182946666666667,Varadkar II,21.875,6.4372,6.1603,5.787,24,69
03,20,ITA,84.479,2.03458666666667,Conte II,56.031746031746,3.45557847025496,3.57405099150142,3.35569858356941,27.5,132
03,20,LTU,52.159,0.00244666666666667,Skvernelis III,58.1560283687943,3.52919268292683,3.81823414634146,5.78376097560976,63.4,40
03,20,LUX,51.6043333333333,0.495233333333333,Bettel II,51.6666666666667,4.3336064516129,4.58402903225807,1.72328709677419,41.1,23
03,20,MLT,48.7953333333333,0,Abela,55.2238805970149,4.2105,5.1128,6.3158,33.4,51
03,20,NLD,48.3626666666667,1.15233,Rutte V,50.6666666666667,6.20784736842105,6.45616710526316,4.58411710526316,33.2,57
03,20,PRT,46.546,0.199895,Costa II,46.9565217391304,4.0492,4.2716,3.5411,32.5,126
03,20,ROU,54.289,0.033965,Orban II,20.9726443768997,6.0543,7.245,3.5474,40.3,37
03,20,SVK,53.2716666666667,0,Matovic,63.3333333333333,7.2821052631579,6.38947368421053,6.37368421052632,49.1,51
03,20,SVN,47.5913333333333,0.205226666666667,Jansa III,52.2222222222222,5.95058510638298,4.97395319148936,6.14936382978724,42.3,74
03,20,SWE,36.2653333333333,0.37049,Lofven III,33.2378223495702,3.43562413793104,3.54082413793104,4.17574827586207,23.4,41
04,20,BEL,81.48,5.73976166666667,Wilmes II,25.3333333333333,6.49759473684211,6.86646315789474,5.00024210526316,56.5,103
04,20,BGR,72.2866666666667,0.229078333333333,Borisov III,50.8333333333333,7.70983606557377,6.28934426229508,7.33196721311475,59.5,24
04,20,CYP,93.515,0.624991666666667,Anastasiades IV,32.1428571428572,8.6842,7.3684,5,34.1,96
04,20,CZE,68.4573333333333,0.405896666666667,Babis II,46.5,5.52359677419355,6.10372580645161,3.70424193548387,42.5,35
04,20,DEU,76.85,1.66390833333333,Merkel V,56.2764456981664,5.25131353383459,5.38904436090226,5.80048646616541,62.1,64
04,20,DNK,70.2466666666667,0.104161666666667,Frederiksen,26.8156424581006,3.8011,3.5292,4.2722,24.6,35
04,20,ESP,85.19,0.573166666666667,Sanchez III,44.2857142857143,3.18725161290323,3.42049032258065,3.03089032258064,23.9,98
04,20,EST,77.4093333333333,0.512615,Ratas II,56.4356435643564,5.12032280701754,5.01419122807018,5.87941052631579,36.7,9
04,20,FRA,87.96,4.84827,Philippe II,80.5892547660312,6.35802516129032,6.61301462365591,4.63930086021505,42.8,97
04,20,GBR,79.63,2.60485833333333,Johnson II,56.1538461538462,7.4261,7.5725,7.1901,22.8,88
04,20,GRC,84.26,0.0145583333333333,Mitsotakis Kyr,52.6666666666667,6.7365,6.9754,6.6712,34.6,182
04,20,HRV,95.4346666666667,0.0255816666666667,Plenkovic II,46.3576158940397,6.42860285714286,5.81457,6.26439142857143,39.9,78
04,20,HUN,76.85,0.0510683333333333,Orban IV,66.8341708542714,6.64627368421053,3.77536315789474,7.62404135338346,42.9,74
04,20,IRL,89.815,1.74942833333333,Varadkar II,21.875,6.4372,6.1603,5.787,24,69
04,20,ITA,92.5943333333333,2.88895833333333,Conte II,56.031746031746,3.45557847025496,3.57405099150142,3.35569858356941,27.5,132
04,20,LTU,81.728,0.017135,Skvernelis III,58.1560283687943,3.52919268292683,3.81823414634146,5.78376097560976,63.4,40
04,20,LUX,76.2346666666667,2.48946166666667,Bettel II,51.6666666666667,4.3336064516129,4.58402903225807,1.72328709677419,41.1,23
04,20,MLT,86.6693333333333,0.0151,Abela,55.2238805970149,4.2105,5.1128,6.3158,33.4,51
04,20,NLD,78.7,3.82669333333333,Rutte V,50.6666666666667,6.20784736842105,6.45616710526316,4.58411710526316,33.2,57
04,20,PRT,83.335,1.20577166666667,Costa II,46.9565217391304,4.0492,4.2716,3.5411,32.5,126
04,20,ROU,87.04,0.582806666666667,Orban II,20.9726443768997,6.0543,7.245,3.5474,40.3,37
04,20,SVK,77.408,0.00701666666666667,Matovic,63.3333333333333,7.2821052631579,6.38947368421053,6.37368421052632,49.1,51
04,20,SVN,88.083,0.75038,Jansa III,52.2222222222222,5.95058510638298,4.97395319148936,6.14936382978724,42.3,74
04,20,SWE,64.81,2.76603333333333,Lofven III,33.2378223495702,3.43562413793104,3.54082413793104,4.17574827586207,23.4,41
05,20,BEL,76.5522580645161,1.90743387096774,Wilmes II,25.3333333333333,6.49759473684211,6.86646315789474,5.00024210526316,56.5,103
05,20,BGR,61.2309677419355,0.281574193548387,Borisov III,50.8333333333333,7.70983606557377,6.28934426229508,7.33196721311475,59.5,24
05,20,CYP,87.1838709677419,0.22703064516129,Anastasiades IV,32.1428571428572,8.6842,7.3684,5,34.1,96
05,20,CZE,54.6912903225806,0.163872580645161,Babis II,46.5,5.52359677419355,6.10372580645161,3.70424193548387,42.5,35
05,20,DEU,63.841935483871,0.809295161290322,Merkel V,56.2764456981664,5.25131353383459,5.38904436090226,5.80048646616541,62.1,64
05,20,DNK,66.1009677419355,0.152882258064516,Frederiksen,26.8156424581006,3.8011,3.5292,4.2722,24.6,35
05,20,ESP,78.5838709677419,0.0891435483870968,Sanchez III,44.2857142857143,3.18725161290323,3.42049032258065,3.03089032258064,23.9,98
05,20,EST,59.4687096774194,0.226154838709677,Ratas II,56.4356435643564,5.12032280701754,5.01419122807018,5.87941052631579,36.7,9
05,20,FRA,80.0758064516129,1.79726612903226,Philippe II,80.5892547660312,6.35802516129032,6.61301462365591,4.63930086021505,42.8,97
05,20,GBR,74.2251612903226,1.20755,Johnson II,56.1538461538462,7.4261,7.5725,7.1901,22.8,88
05,20,GRC,70.7593548387097,0.00541935483870968,Mitsotakis Kyr,52.6666666666667,6.7365,6.9754,6.6712,34.6,182
05,20,HRV,72.7883870967742,0.0133661290322581,Plenkovic II,46.3576158940397,6.42860285714286,5.81457,6.26439142857143,39.9,78
05,20,HUN,67.6551612903226,0.0357354838709677,Orban IV,66.8341708542714,6.64627368421053,3.77536315789474,7.62404135338346,42.9,74
05,20,IRL,87.3935483870968,0.766303225806452,Varadkar II,21.875,6.4372,6.1603,5.787,24,69
05,20,ITA,69.0870967741935,0.87515,Conte II,56.031746031746,3.45557847025496,3.57405099150142,3.35569858356941,27.5,132
05,20,LTU,73.9864516129032,0.0130306451612903,Skvernelis III,58.1560283687943,3.52919268292683,3.81823414634146,5.78376097560976,63.4,40
05,20,LUX,58.0341935483871,1.01262419354839,Bettel II,51.6666666666667,4.3336064516129,4.58402903225807,1.72328709677419,41.1,23
05,20,MLT,85.8432258064516,0.0182661290322581,Abela,55.2238805970149,4.2105,5.1128,6.3158,33.4,51
05,20,NLD,73.6870967741936,1.26708225806452,Rutte V,50.6666666666667,6.20784736842105,6.45616710526316,4.58411710526316,33.2,57
05,20,PRT,74.5832258064516,0.576883870967742,Costa II,46.9565217391304,4.0492,4.2716,3.5411,32.5,126
05,20,ROU,79.4806451612903,0.550167741935484,Orban II,20.9726443768997,6.0543,7.245,3.5474,40.3,37
05,20,SVK,71.8967741935484,0.0014758064516129,Matovic,63.3333333333333,7.2821052631579,6.38947368421053,6.37368421052632,49.1,51
05,20,SVN,57.8867741935484,0.207916129032258,Jansa III,52.2222222222222,5.95058510638298,4.97395319148936,6.14936382978724,42.3,74
05,20,SWE,64.81,2.29416129032258,Lofven III,33.2378223495702,3.43562413793104,3.54082413793104,4.17574827586207,23.4,41
06,20,BEL,57.0666666666667,0.382521666666667,Wilmes II,25.3333333333333,6.49759473684211,6.86646315789474,5.00024210526316,56.5,103
06,20,BGR,39.443,0.129056666666667,Borisov III,50.8333333333333,7.70983606557377,6.28934426229508,7.33196721311475,59.5,24
06,20,CYP,64.3183333333333,0.07882,Anastasiades IV,32.1428571428572,8.6842,7.3684,5,34.1,96
06,20,CZE,40.882,0.0518183333333333,Babis II,46.5,5.52359677419355,6.10372580645161,3.70424193548387,42.5,35
06,20,DEU,61.3276666666667,0.277835,Merkel V,56.2764456981664,5.25131353383459,5.38904436090226,5.80048646616541,62.1,64
06,20,DNK,58.0586666666667,0.09266,Frederiksen,26.8156424581006,3.8011,3.5292,4.2722,24.6,35
06,20,ESP,54.1673333333333,0.04377,Sanchez III,44.2857142857143,3.18725161290323,3.42049032258065,3.03089032258064,23.9,98
06,20,EST,37.96,0.0314166666666667,Ratas II,56.4356435643564,5.12032280701754,5.01419122807018,5.87941052631579,36.7,9
06,20,FRA,66.2016666666667,0.6386,Philippe II,80.5892547660312,6.35802516129032,6.61301462365591,4.63930086021505,42.8,97
06,20,GBR,70.866,0.370153333333333,Johnson II,56.1538461538462,7.4261,7.5725,7.1901,22.8,88
06,20,GRC,48.1486666666667,0.00272,Mitsotakis Kyr,52.6666666666667,6.7365,6.9754,6.6712,34.6,182
06,20,HRV,53.2733333333333,0.001625,Plenkovic II,46.3576158940397,6.42860285714286,5.81457,6.26439142857143,39.9,78
06,20,HUN,58.7033333333333,0.01019,Orban IV,66.8341708542714,6.64627368421053,3.77536315789474,7.62404135338346,42.9,74
06,20,IRL,68.1463333333333,0.255856666666667,Varadkar II,21.875,6.4372,6.1603,5.787,24,69
06,20,ITA,56.4806666666667,0.208806666666667,Conte II,56.031746031746,3.45557847025496,3.57405099150142,3.35569858356941,27.5,132
06,20,LTU,40.3713333333333,0.00428333333333333,Skvernelis III,58.1560283687943,3.52919268292683,3.81823414634146,5.78376097560976,63.4,40
06,20,LUX,41.205,0.109175,Bettel II,51.6666666666667,4.3336064516129,4.58402903225807,1.72328709677419,41.1,23
06,20,MLT,52.0346666666667,0,Abela,55.2238805970149,4.2105,5.1128,6.3158,33.4,51
06,20,NLD,60.9866666666667,0.23286,Rutte V,50.6666666666667,6.20784736842105,6.45616710526316,4.58411710526316,33.2,57
06,20,PRT,66.3853333333333,0.357951666666667,Costa II,46.9565217391304,4.0492,4.2716,3.5411,32.5,126
06,20,ROU,48.025,0.443585,Orban II,20.9726443768997,6.0543,7.245,3.5474,40.3,37
06,20,SVK,44.5693333333333,0,Matovic,63.3333333333333,7.2821052631579,6.38947368421053,6.37368421052632,49.1,51
06,20,SVN,39.8563333333333,0.0152316666666667,Jansa III,52.2222222222222,5.95058510638298,4.97395319148936,6.14936382978724,42.3,74
06,20,SWE,61.48,1.34266833333333,Lofven III,33.2378223495702,3.43562413793104,3.54082413793104,4.17574827586207,23.4,41
07,20,BEL,51.1648387096774,0.164775806451613,Wilmes II,25.3333333333333,6.49759473684211,6.86646315789474,5.00024210526316,56.5,103
07,20,BGR,37.6332258064516,0.260911290322581,Borisov III,50.8333333333333,7.70983606557377,6.28934426229508,7.33196721311475,59.5,24
07,20,CYP,48.2064516129032,0,Anastasiades IV,32.1428571428572,8.6842,7.3684,5,34.1,96
07,20,CZE,36.0203225806452,0.0798225806451613,Babis II,46.5,5.52359677419355,6.10372580645161,3.70424193548387,42.5,35
07,20,DEU,56.7938709677419,0.162554838709677,Merkel V,56.2764456981664,5.25131353383459,5.38904436090226,5.80048646616541,62.1,64
07,20,DNK,57.41,0.0434467741935484,Frederiksen,26.8156424581006,3.8011,3.5292,4.2722,24.6,35
07,20,ESP,59.4803225806452,0.00310967741935484,Sanchez III,44.2857142857143,3.18725161290323,3.42049032258065,3.03089032258064,23.9,98
07,20,EST,34.8312903225806,0.055941935483871,Ratas II,56.4356435643564,5.12032280701754,5.01419122807018,5.87941052631579,36.7,9
07,20,FRA,48.0903225806452,0.342320967741936,Philippe II,80.5892547660312,6.35802516129032,6.61301462365591,4.63930086021505,42.8,97
07,20,GBR,65.3812903225806,0.130533870967742,Johnson II,56.1538461538462,7.4261,7.5725,7.1901,22.8,88
07,20,GRC,52.93,0.00216774193548387,Mitsotakis Kyr,52.6666666666667,6.7365,6.9754,6.6712,34.6,182
07,20,HRV,45.0435483870968,0.0149370967741935,Plenkovic III,49.0066225165563,6.80878108108108,5.56511891891892,6.66036216216216,39.9,78
07,20,HUN,54.63,0.00184032258064516,Orban IV,66.8341708542714,6.64627368421053,3.77536315789474,7.62404135338346,42.9,74
07,20,IRL,38.89,0.089508064516129,Varadkar II,21.875,6.4372,6.1603,5.787,24,69
07,20,ITA,57.1364516129032,0.0578322580645161,Conte II,56.031746031746,3.45557847025496,3.57405099150142,3.35569858356941,27.5,132
07,20,LTU,26.3767741935484,0.00118387096774194,Skvernelis III,58.1560283687943,3.52919268292683,3.81823414634146,5.78376097560976,63.4,40
07,20,LUX,29.5693548387097,0.327246774193548,Bettel II,51.6666666666667,4.3336064516129,4.58402903225807,1.72328709677419,41.1,23
07,20,MLT,32.1974193548387,0,Abela,55.2238805970149,4.2105,5.1128,6.3158,33.4,51
07,20,NLD,39.81,0.0600483870967742,Rutte V,50.6666666666667,6.20784736842105,6.45616710526316,4.58411710526316,33.2,57
07,20,PRT,70.83,0.331535483870968,Costa II,46.9565217391304,4.0492,4.2716,3.5411,32.5,126
07,20,ROU,42.2925806451613,0.738312903225807,Orban II,20.9726443768997,6.0543,7.245,3.5474,40.3,37
07,20,SVK,38.89,0.000295161290322581,Matovic,63.3333333333333,7.2821052631579,6.38947368421053,6.37368421052632,49.1,51
07,20,SVN,43.7545161290323,0.0465483870967742,Jansa III,52.2222222222222,5.95058510638298,4.97395319148936,6.14936382978724,42.3,74
07,20,SWE,59.26,0.466972580645161,Lofven III,33.2378223495702,3.43562413793104,3.54082413793104,4.17574827586207,23.4,41
08,20,BEL,58.3616129032258,0.333443548387097,Wilmes II,25.3333333333333,6.49759473684211,6.86646315789474,5.00024210526316,56.5,103
08,20,BGR,39.1590322580645,0.470517741935484,Borisov III,50.8333333333333,7.70983606557377,6.28934426229508,7.33196721311475,59.5,24
08,20,CYP,48.1167741935484,0.027241935483871,Anastasiades IV,32.1428571428572,8.6842,7.3684,5,34.1,96
08,20,CZE,36.11,0.120035483870968,Babis II,46.5,5.52359677419355,6.10372580645161,3.70424193548387,42.5,35
08,20,DEU,57.9270967741936,0.143209677419355,Merkel V,56.2764456981664,5.25131353383459,5.38904436090226,5.80048646616541,62.1,64
08,20,DNK,51.1087096774194,0.0189403225806452,Frederiksen,26.8156424581006,3.8011,3.5292,4.2722,24.6,35
08,20,ESP,62.7983870967742,0.208911290322581,Sanchez III,44.2857142857143,3.18725161290323,3.42049032258065,3.03089032258064,23.9,98
08,20,EST,32.41,0.0255403225806452,Ratas II,56.4356435643564,5.12032280701754,5.01419122807018,5.87941052631579,36.7,9
08,20,FRA,47.3741935483871,0.280948387096774,Philippe II,80.5892547660312,6.35802516129032,6.61301462365591,4.63930086021505,42.8,97
08,20,GBR,67.6361290322581,0.0605596774193548,Johnson II,56.1538461538462,7.4261,7.5725,7.1901,22.8,88
08,20,GRC,52.4367741935484,0.00929032258064516,Mitsotakis Kyr,52.6666666666667,6.7365,6.9754,6.6712,34.6,182
08,20,HRV,35.19,0.0161112903225806,Plenkovic III,49.0066225165563,6.80878108108108,5.56511891891892,6.66036216216216,39.9,78
08,20,HUN,50.8635483870968,0.00317903225806452,Orban IV,66.8341708542714,6.64627368421053,3.77536315789474,7.62404135338346,42.9,74
08,20,IRL,59.8564516129032,0.0627241935483871,Varadkar II,21.875,6.4372,6.1603,5.787,24,69
08,20,ITA,52.7203225806452,0.0571951612903226,Conte II,56.031746031746,3.45557847025496,3.57405099150142,3.35569858356941,27.5,132
08,20,LTU,28.7,0.00355161290322581,Skvernelis III,58.1560283687943,3.52919268292683,3.81823414634146,5.78376097560976,63.4,40
08,20,LUX,41.5767741935484,0.32725,Bettel II,51.6666666666667,4.3336064516129,4.58402903225807,1.72328709677419,41.1,23
08,20,MLT,40.4396774193549,0.0109596774193548,Abela,55.2238805970149,4.2105,5.1128,6.3158,33.4,51
08,20,NLD,44.831935483871,0.107779032258065,Rutte V,50.6666666666667,6.20784736842105,6.45616710526316,4.58411710526316,33.2,57
08,20,PRT,59.8122580645161,0.205308064516129,Costa II,46.9565217391304,4.0492,4.2716,3.5411,32.5,126
08,20,ROU,42.59,1.29826935483871,Orban II,20.9726443768997,6.0543,7.245,3.5474,40.3,37
08,20,SVK,36.0203225806452,0.00118064516129032,Matovic,63.3333333333333,7.2821052631579,6.38947368421053,6.37368421052632,49.1,51
08,20,SVN,50,0.0620645161290323,Jansa III,52.2222222222222,5.95058510638298,4.97395319148936,6.14936382978724,42.3,74
08,20,SWE,57.4696774193548,0.149637096774194,Lofven III,33.2378223495702,3.43562413793104,3.54082413793104,4.17574827586207,23.4,41
09,20,BEL,52.5946666666667,0.37591,Wilmes II,25.3333333333333,6.49759473684211,6.86646315789474,5.00024210526316,56.5,103
09,20,BGR,36.9166666666667,0.384745,Borisov III,50.8333333333333,7.70983606557377,6.28934426229508,7.33196721311475,59.5,24
09,20,CYP,53.2086666666667,0.05067,Anastasiades IV,32.1428571428572,8.6842,7.3684,5,34.1,96
09,20,CZE,38.2413333333333,0.502693333333333,Babis II,46.5,5.52359677419355,6.10372580645161,3.70424193548387,42.5,35
09,20,DEU,50.4963333333333,0.157528333333333,Merkel V,56.2764456981664,5.25131353383459,5.38904436090226,5.80048646616541,62.1,64
09,20,DNK,49.85,0.0742483333333333,Frederiksen,26.8156424581006,3.8011,3.5292,4.2722,24.6,35
09,20,ESP,61.02,1.07026333333333,Sanchez III,44.2857142857143,3.18725161290323,3.42049032258065,3.03089032258064,23.9,98
09,20,EST,33.9853333333333,0.0728766666666667,Ratas II,56.4356435643564,5.12032280701754,5.01419122807018,5.87941052631579,36.7,9
09,20,FRA,48.395,0.607615,Philippe II,80.5892547660312,6.35802516129032,6.61301462365591,4.63930086021505,42.8,97
09,20,GBR,65.5693333333333,0.128791666666667,Johnson II,56.1538461538462,7.4261,7.5725,7.1901,22.8,88
09,20,GRC,57.083,0.0199966666666667,Mitsotakis Kyr,52.6666666666667,6.7365,6.9754,6.6712,34.6,182
09,20,HRV,29.998,0.0381666666666667,Plenkovic III,49.0066225165563,6.80878108108108,5.56511891891892,6.66036216216216,39.9,78
09,20,HUN,43.8266666666667,0.0258866666666667,Orban IV,66.8341708542714,6.64627368421053,3.77536315789474,7.62404135338346,42.9,74
09,20,IRL,61.542,0.131983333333333,Varadkar II,21.875,6.4372,6.1603,5.787,24,69
09,20,ITA,51.9133333333333,0.172226666666667,Conte II,56.031746031746,3.45557847025496,3.57405099150142,3.35569858356941,27.5,132
09,20,LTU,28.7,0.00489666666666667,Skvernelis III,58.1560283687943,3.52919268292683,3.81823414634146,5.78376097560976,63.4,40
09,20,LUX,47.22,0.0958616666666667,Bettel II,51.6666666666667,4.3336064516129,4.58402903225807,1.72328709677419,41.1,23
09,20,MLT,42.59,0.0868233333333333,Abela,55.2238805970149,4.2105,5.1128,6.3158,33.4,51
09,20,NLD,50.8366666666667,0.21574,Rutte V,50.6666666666667,6.20784736842105,6.45616710526316,4.58411710526316,33.2,57
09,20,PRT,57.6813333333333,0.336535,Costa II,46.9565217391304,4.0492,4.2716,3.5411,32.5,126
09,20,ROU,44.1363333333333,1.37212,Orban II,20.9726443768997,6.0543,7.245,3.5474,40.3,37
09,20,SVK,30.816,0.00457666666666667,Matovic,63.3333333333333,7.2821052631579,6.38947368421053,6.37368421052632,49.1,51
09,20,SVN,50,0.237293333333333,Jansa III,52.2222222222222,5.95058510638298,4.97395319148936,6.14936382978724,42.3,74
09,20,SWE,55.56,0.090915,Lofven III,33.2378223495702,3.43562413793104,3.54082413793104,4.17574827586207,23.4,41
10,20,BEL,50.5064516129032,2.26593548387097,Wilmes II,25.3333333333333,6.49759473684211,6.86646315789474,5.00024210526316,56.5,103
10,20,BGR,37.2493548387097,0.744425806451613,Borisov III,50.8333333333333,7.70983606557377,6.28934426229508,7.33196721311475,59.5,24
10,20,CYP,54.9277419354839,0.136211290322581,Anastasiades IV,32.1428571428572,8.6842,7.3684,5,34.1,96
10,20,CZE,54.3022580645161,3.16211129032258,Babis II,46.5,5.52359677419355,6.10372580645161,3.70424193548387,42.5,35
10,20,DEU,55.2148387096774,0.533785483870968,Merkel V,56.2764456981664,5.25131353383459,5.38904436090226,5.80048646616541,62.1,64
10,20,DNK,43.2516129032258,0.167637096774194,Frederiksen,26.8156424581006,3.8011,3.5292,4.2722,24.6,35
10,20,ESP,64.6661290322581,1.54367419354839,Sanchez III,44.2857142857143,3.18725161290323,3.42049032258065,3.03089032258064,23.9,98
10,20,EST,35.19,0.149556451612903,Ratas II,56.4356435643564,5.12032280701754,5.01419122807018,5.87941052631579,36.7,9
10,20,FRA,50.1658064516129,1.60358870967742,Philippe II,80.5892547660312,6.35802516129032,6.61301462365591,4.63930086021505,42.8,97
10,20,GBR,67.8912903225807,0.563945161290323,Johnson II,56.1538461538462,7.4261,7.5725,7.1901,22.8,88
10,20,GRC,56.4341935483871,0.0363693548387097,Mitsotakis Kyr,52.6666666666667,6.7365,6.9754,6.6712,34.6,182
10,20,HRV,29.238064516129,0.104509677419355,Plenkovic III,49.0066225165563,6.80878108108108,5.56511891891892,6.66036216216216,39.9,78
10,20,HUN,40.74,0.164456451612903,Orban IV,66.8341708542714,6.64627368421053,3.77536315789474,7.62404135338346,42.9,74
10,20,IRL,63.9161290322581,0.356382258064516,Varadkar II,21.875,6.4372,6.1603,5.787,24,69
10,20,ITA,56.5396774193548,0.722074193548387,Conte II,56.031746031746,3.45557847025496,3.57405099150142,3.35569858356941,27.5,132
10,20,LTU,45.0854838709677,0.0444338709677419,Skvernelis III,58.1560283687943,3.52919268292683,3.81823414634146,5.78376097560976,63.4,40
10,20,LUX,49.6109677419355,0.69055,Bettel II,51.6666666666667,4.3336064516129,4.58402903225807,1.72328709677419,41.1,23
10,20,MLT,47.2806451612903,0.0986338709677419,Abela,55.2238805970149,4.2105,5.1128,6.3158,33.4,51
10,20,NLD,62.04,1.11270806451613,Rutte V,50.6666666666667,6.20784736842105,6.45616710526316,4.58411710526316,33.2,57
10,20,PRT,62.0938709677419,0.901141935483871,Costa II,46.9565217391304,4.0492,4.2716,3.5411,32.5,126
10,20,ROU,48.2664516129032,2.03976935483871,Orban II,20.9726443768997,6.0543,7.245,3.5474,40.3,37
